경로	HTTP메서드	구 컨트롤러:라인	구 판정	구 근거(SecurityConfig.kt)	booster 판정	booster 근거	판정 일치여부	실측 요청경로	구 실측(무토큰)	구 실측(유효토큰 헤더)	booster 실측(무토큰)	booster 실측(유효토큰 헤더)	booster 수정전(유효토큰 헤더)	booster 토큰 출처	실측 대조
/api/v1/event-scheduler/add/targets	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:56	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/event-scheduler/add/targets	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/event-scheduler/delete/targets	DELETE	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:72	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/event-scheduler/delete/targets	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/event-scheduler/delete/task	DELETE	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:122	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/event-scheduler/delete/task	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/event-scheduler/register/targets	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:24	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/event-scheduler/register/targets	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/event-scheduler/register/task	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:88	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/event-scheduler/register/task	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/event-scheduler/schedule/task	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:139	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/event-scheduler/schedule/task	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/event-scheduler/update/targets	PATCH	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:40	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/event-scheduler/update/targets	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/event-scheduler/update/task	PATCH	module-core/core-api/src/main/kotlin/legalcare/medilawyer/eventScheduler/controller/EventSchedulerController.kt:105	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/event-scheduler/update/task	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/health	GET	module-core/core-common/src/main/kotlin/legalcare/medilawyer/common/health/HealthCheck.kt:11	PERMIT_ALL	GET /api/v1/health/**	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/health	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	200	200	200	200	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)/신200 일치 · 유효토큰 구200=신200 일치
/api/v1/jwt/create	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/security/JwtController.kt:24	PERMIT_ALL	POST /api/v1/jwt/create	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/jwt/create	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/jwt/refresh	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/security/JwtController.kt:41	PERMIT_ALL	POST /api/v1/jwt/refresh	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/jwt/refresh	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/kafka/add/thread/crawling/data	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/kafka/controller/KafkaController.kt:38	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/kafka/add/thread/crawling/data	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/kafka/notice/crawl/thread/completion	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/kafka/controller/KafkaController.kt:50	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/kafka/notice/crawl/thread/completion	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/kafka/review	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/kafka/controller/KafkaController.kt:26	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/kafka/review	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/ml/capture-image	GET	module-client/core-client/src/main/kotlin/legalcare/medilawyer/client/ml/controller/MlController.kt:22	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/ml/capture-image	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/negative-review-alimtalk	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/notice/api/controller/NoticeController.kt:64	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/negative-review-alimtalk	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/notice	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/notice/api/controller/NoticeController.kt:36	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/notice	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organization/{organizationId}	PATCH	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:64	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organization/1	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:47	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:152	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/invitations	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:244	PERMIT_ALL	POST /api/v1/organizations/{organizationId}/invitations	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/invitations	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/organizations/{organizationId}/invitations/{invitationToken}	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:264	PERMIT_ALL	GET /api/v1/organizations/{organizationId}/invitations/{token}	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/invitations/1	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/organizations/{organizationId}/invitations/{invitationToken}/accept	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:278	PERMIT_ALL	POST /api/v1/organizations/{organizationId}/invitations/{invitationToken}/accept	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/invitations/1/accept	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/organizations/{organizationId}/teams	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:169	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/teams	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/teams	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:132	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/teams	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/teams/users/{targetUserId}/permission	PATCH	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:226	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/teams/users/1/permission	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/teams/{teamId}	DELETE	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:187	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/teams/1	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/teams/{teamId}/channel-accounts	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:353	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/teams/1/channel-accounts	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/teams/{teamId}/channel-accounts/kakao/sms	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:394	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/teams/1/channel-accounts/kakao/sms	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/teams/{teamId}/channel-accounts/login	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:369	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/teams/1/channel-accounts/login	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/teams/{teamId}/channel-accounts/naver/captcha	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:418	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/teams/1/channel-accounts/naver/captcha	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/teams/{teamId}/channel-accounts/relogin	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:441	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/teams/1/channel-accounts/relogin	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/teams/{teamId}/users	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:107	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/teams/1/users	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/teams/{teamId}/users/{targetAppUserId}	DELETE	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:332	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/teams/1/users/1	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/teams/{teamId}/users/{targetUserId}	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:292	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/teams/1/users/1	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/users	GET	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:82	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/users	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/users/{targetAppUserId}	DELETE	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:313	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/users/1	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/organizations/{organizationId}/users/{targetUserId}/role	PATCH	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/organization/controller/OrganizationController.kt:207	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/organizations/1/users/1/role	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/otp/send	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/auth/api/controller/OtpController.kt:18	PERMIT_ALL	POST /api/v1/otp/send	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/otp/send	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
/api/v1/post-reply	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/postReply/controller/PostReplyController.kt:33	AUTHENTICATED	anyRequest().authenticated()	AUTHENTICATED	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/post-reply	401	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	401	404	401	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	무토큰 구401=신401 일치 · 유효토큰 신404(게이트 통과) — 수정 전 401, 이 행이 CRITICAL 회귀분
/api/v1/post-reply-ai-recommend	POST	module-core/core-api/src/main/kotlin/legalcare/medilawyer/apis/http/postReplyAiRecommend/controller/PostReplyAiRecommendController.kt:25	PERMIT_ALL	POST /api/v1/post-reply-ai-recommend	PERMIT_ALL	LegacyPathAuthPolicy (구 SecurityConfig.kt 규칙표 1:1)	일치	/api/v1/post-reply-ai-recommend	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	미실측: 구는 컨트롤러가 실행된다(외부 실호출 0건 — 불변조건5)	404	404	404	LegacyHeaderTokenExtractor (Authorization 헤더 — 구 JwtAuthenticationFilter.kt:39 와 동일)	신 전수실측 무토큰404·유효토큰404(둘 다 비401 = 게이트 통과). 구는 미실측(10·11열 사유)
